code	word	freq	primary_code	misread_char	prim_syl	wrong_syl
chafengzhengji	刹风整纪	0	shafengzhengji	刹	sha	cha
chaiguangpu	差光谱	0	chaguangpu	差	cha	chai
chajiashuai	差价率	0	chajialv	率	lv	shuai
chaikanziwei	差堪自慰	0	chakanziwei	差	cha	chai
chailangselu	豺狼塞路	0	chailangsailu	塞	sai	se
chaiqian	差迁	0	chaqian	差	cha	chai
chairefenxi	差热分析	0	charefenxi	差	cha	chai
chaisanshe	差散射	0	chasanshe	差	cha	chai
chaisuchenjiang	差速沉降	0	chasuchenjiang	差	cha	chai
chaisuchenxiang	差速沉降	0	chasuchenjiang	差	cha	chai
chasuchenxiang	差速沉降	0	chasuchenjiang	降	jiang	xiang
chaisulixin	差速离心	0	chasulixin	差	cha	chai
chaiyihaoli	差以毫厘	0	chayihaoli	差	cha	chai
chajuelajie	茶角蜡蚧	0	chajiaolajie	角	jiao	jue
chajieshuai	查结率	0	chajielv	率	lv	shuai
chanchade	产茶地	0	chanchadi	地	di	de
chandanshuai	产蛋率	0	chandanlv	率	lv	shuai
changaoshuai	产羔率	0	changaolv	率	lv	shuai
changbaican	长白参	0	zhangbaican	长	zhang	chang
changbaishen	长白参	0	zhangbaican	长	zhang	chang
zhangbaishen	长白参	0	zhangbaican	参	can	shen
changbaiqiuling	长白丘陵	0	zhangbaiqiuling	长	zhang	chang
changbaizhu	长白猪	0	zhangbaizhu	长	zhang	chang
changbingshaozi	长柄勺子	0	zhangbingshaozi	长	zhang	chang
changbinxiang	长滨乡	0	zhangbinxiang	长	zhang	chang
changbinyan	长玢岩	0	zhangbinyan	长	zhang	chang
changchangfeng	常长风	0	changzhangfeng	长	zhang	chang
changzhaoli	常朝礼	0	changchaoli	朝	chao	zhao
changcheng	娼盛	0	changsheng	盛	sheng	cheng
changcheng	畅盛	0	changsheng	盛	sheng	cheng
changchengtian	长澄田	0	zhangchengtian	长	zhang	chang
changdeiyan	长得艳	0	zhangdeyan	长	zhang	chang
changdeyan	长得艳	0	zhangdeyan	长	zhang	chang
zhangdeiyan	长得艳	0	zhangdeyan	得	de	dei
changdian	长甸	0	zhangdian	长	zhang	chang
changdinggai	长顶盖	0	zhangdinggai	长	zhang	chang
changganhuatong	长杆话筒	0	zhangganhuatong	长	zhang	chang
changguanya	长冠牙	0	zhangguanya	长	zhang	chang
changjianfei	长箭飞	0	zhangjianfei	长	zhang	chang
changjiangdou	长豇豆	0	zhangjiangdou	长	zhang	chang
changxianguzhang	常见故障	0	changjianguzhang	见	jian	xian
changjimoyan	肠系膜炎	0	changximoyan	系	xi	ji
changjinjiang	长津江	0	zhangjinjiang	长	zhang	chang
changjinzhi	长金志	0	zhangjinzhi	长	zhang	chang
changkaoyi	长靠椅	0	zhangkaoyi	长	zhang	chang
changliangshan	长梁山	0	zhangliangshan	长	zhang	chang
changlinge	长林哥	0	zhanglinge	长	zhang	chang
changlinggang	长岭岗	0	zhanglinggang	长	zhang	chang
changliuer	长溜儿	0	zhangliuer	长	zhang	chang
changmeijun	长眉俊	0	zhangmeijun	长	zhang	chang
changningdian	长宁店	0	zhangningdian	长	zhang	chang
changningzhen	长宁镇	0	zhangningzhen	长	zhang	chang
changqingzhen	长清镇	0	zhangqingzhen	长	zhang	chang
changqizhen	长岐镇	0	zhangqizhen	长	zhang	chang
changrizhaoxing	长日照型	0	zhangrizhaoxing	长	zhang	chang
changsanbing	长三丙	0	zhangsanbing	长	zhang	chang
changsanhuojian	长三火箭	0	zhangsanhuojian	长	zhang	chang
changsanyi	长三乙	0	zhangsanyi	长	zhang	chang
changshang	长殇	0	zhangshang	长	zhang	chang
changshanhetao	长山核桃	0	zhangshanhetao	长	zhang	chang
changshecheng	长射程	0	zhangshecheng	长	zhang	chang
changshunxian	长顺县	0	zhangshunxian	长	zhang	chang
changsiji	长丝级	0	zhangsiji	长	zhang	chang
changtanxia	长滩峡	0	zhangtanxia	长	zhang	chang
changtongquxin	长筒取心	0	zhangtongquxin	长	zhang	chang
changweibingdu	长尾病毒	0	zhangweibingdu	长	zhang	chang
changweiyuan	长尾猿	0	zhangweiyuan	长	zhang	chang
changxijing	长细晶	0	zhangxijing	长	zhang	chang
changxindianzhen	长辛店镇	0	zhangxindianzhen	长	zhang	chang
changxinhou	长信侯	0	zhangxinhou	长	zhang	chang
changyangxian	长阳县	0	zhangyangxian	长	zhang	chang
changyanmei	长焰煤	0	zhangyanmei	长	zhang	chang
changyanyikong	长烟一空	0	zhangyanyikong	长	zhang	chang
changyejian	长野健	0	zhangyejian	长	zhang	chang
changyesong	长叶松	0	zhangyesong	长	zhang	chang
changyingyan	长英岩	0	zhangyingyan	长	zhang	chang
changyouyi	长有仪	0	zhangyouyi	长	zhang	chang
changyu	长裕	0	zhangyu	长	zhang	chang
changzhaishuai	偿债率	0	changzhailv	率	lv	shuai
changzhengzhong	长正中	0	zhangzhengzhong	长	zhang	chang
changzhenzi	长真子	0	zhangzhenzi	长	zhang	chang
changziyuan	长字元	0	zhangziyuan	长	zhang	chang
chanhuozi	禅和子	0	chanhezi	和	he	huo
chanyueshe	禅乐社	0	chanleshe	乐	le	yue
chanmide	产米地	0	chanmidi	地	di	de
chanshashuai	产沙率	0	chanshalv	率	lv	shuai
chanxiaode	产销地	0	chanxiaodi	地	di	de
chanxiaoshuai	产销率	0	chanxiaolv	率	lv	shuai
chanyiweichong	蝉翼为重	0	chanyiweizhong	重	zhong	chong
chanzazhao	搀杂着	0	chanzazhe	着	zhe	zhao
chanzazhuo	搀杂着	0	chanzazhe	着	zhe	zhuo
zhaobeibian	朝北边	0	chaobeibian	朝	chao	zhao
zhaozhaoxixi	朝朝夕夕	0	chaozhaoxixi	朝	chao	zhao
chaodaisui	超大穗	0	chaodasui	大	da	dai
zhaodongmian	朝东面	0	chaodongmian	朝	chao	zhao
chaogaixian	晁盖见	0	chaogaijian	见	jian	xian
zhaohuawang	朝华网	0	chaohuawang	朝	chao	zhao
zhaoketu	朝克图	0	chaoketu	朝	chao	zhao
zhaoludi	朝陆地	0	chaoludi	朝	chao	zhao
zhaomoyouzong	朝墨游踪	0	chaomoyouzong	朝	chao	zhao
zhaoqianshibian	朝迁市变	0	chaoqianshibian	朝	chao	zhao
zhaoshengximie	朝生夕灭	0	chaoshengximie	朝	chao	zhao
zhaosixiji	朝思夕计	0	chaosixiji	朝	chao	zhao
zhaowendaoxi	朝闻道夕	0	chaowendaoxi	朝	chao	zhao
zhaoxianminzhuzhuyirenmingongheguozhengfu	朝鲜民主主义人民共和国政府	0	chaoxianminzhuzhuyirenmingongheguozhengfu	朝	chao	zhao
zhaoxianwaijiaobu	朝鲜外交部	0	chaoxianwaijiaobu	朝	chao	zhao
zhaoxibian	朝西边	0	chaoxibian	朝	chao	zhao
zhaoximian	朝西面	0	chaoximian	朝	chao	zhao
chazhao	搽着	0	chazhe	着	zhe	zhao
chazhuo	搽着	0	chazhe	着	zhe	zhuo
chazhunshuai	查准率	0	chazhunlv	率	lv	shuai
chenanlian	沈暗恋	0	shenanlian	沈	shen	chen
chenborong	陈柏榕	0	chenbairong	柏	bai	bo
chenbanlu	沈半路	0	shenbanlu	沈	shen	chen
chenbaojun	沈宝钧	0	shenbaojun	沈	shen	chen
chenbenliang	沈本良	0	shenbenliang	沈	shen	chen
chenbulichui	称不离锤	0	chengbulichui	称	cheng	chen
chenbuzhuqi	沈不住气	0	shenbuzhuqi	沈	shen	chen
chencailian	沈彩莲	0	shencailian	沈	shen	chen
chencenghua	沈曾华	0	shencenghua	沈	shen	chen
chencha	尘刹	0	chensha	刹	sha	cha
chenchangheng	陈长蘅	0	chenzhangheng	长	zhang	chang
chenchanglu	陈长禄	0	chenzhanglu	长	zhang	chang
chenchenhong	陈称鸿	0	chenchenghong	称	cheng	chen
chenchengji	陈诚系	0	chenchengxi	系	xi	ji
chenchenjiao	沈沈叫	0	shenshenjiao	沈	shen	chen
chenshenjiao	沈沈叫	0	shenshenjiao	沈	shen	chen
shenchenjiao	沈沈叫	0	shenshenjiao	沈	shen	chen
chenzhuankang	陈传康	0	chenchuankang	传	chuan	zhuan
chenconglong	沈从龙	0	shenconglong	沈	shen	chen
chendailin	陈大林	0	chendalin	大	da	dai
chendaimin	陈大民	0	chendamin	大	da	dai
chendaipeng	陈大鹏	0	chendapeng	大	da	dai
chendaiqi	陈大齐	0	chendaqi	大	da	dai
chendaixie	陈大燮	0	chendaxie	大	da	dai
chendaiyu	沈大与	0	shendayu	沈	shen	chen
chendayu	沈大与	0	shendayu	沈	shen	chen
shendaiyu	沈大与	0	shendayu	大	da	dai
chendanping	沈丹萍	0	shendanping	沈	shen	chen
chendanxian	沈丹线	0	shendanxian	沈	shen	chen
chendaren	沈达人	0	shendaren	沈	shen	chen
chendebaoli	沈德宝莉	0	shendebaoli	沈	shen	chen
chendeicai	陈得才	0	chendecai	得	de	dei
chendechang	沈德昌	0	shendechang	沈	shen	chen
chendehong	沈德鸿	0	shendehong	沈	shen	chen
chendeizhuqi	沈得住气	0	shendezhuqi	沈	shen	chen
chendezhuqi	沈得住气	0	shendezhuqi	沈	shen	chen
shendeizhuqi	沈得住气	0	shendezhuqi	得	de	dei
chendianchulai	沈淀出来	0	shendianchulai	沈	shen	chen
chendiandian	沈佃佃	0	shendiandian	沈	shen	chen
chendianfa	沈淀法	0	shendianfa	沈	shen	chen
chendianwu	沈淀物	0	shendianwu	沈	shen	chen
chending	沈疔	0	shending	沈	shen	chen
chenduanxian	沈端先	0	shenduanxian	沈	shen	chen
chene	沈痾	0	shene	沈	shen	chen
chenerren	沈二人	0	shenerren	沈	shen	chen
chenfumin	沈福民	0	shenfumin	沈	shen	chen
chenfuru	沈福儒	0	shenfuru	沈	shen	chen
chenfuwen	沈福文	0	shenfuwen	沈	shen	chen
chenfuxin	沈福馨	0	shenfuxin	沈	shen	chen
chenfuying	沈拂影	0	shenfuying	沈	shen	chen
chengbei	撑臂	0	chengbi	臂	bi	bei
chengchang	盛倡	0	shengchang	盛	sheng	cheng
chengchengyao	盛称尧	0	shengchengyao	盛	sheng	cheng
chengchenyao	盛称尧	0	shengchengyao	盛	sheng	cheng
shengchenyao	盛称尧	0	shengchengyao	称	cheng	chen
chengchuqi	盛储器	0	shengchuqi	盛	sheng	cheng
chengdachuanqi	盛大传奇	0	shengdachuanqi	盛	sheng	cheng
chengdaichuanqi	盛大传奇	0	shengdachuanqi	盛	sheng	cheng
shengdaichuanqi	盛大传奇	0	shengdachuanqi	大	da	dai
chengdaichenghuan	承贷承还	0	chengdaichenghai	还	hai	huan
chengdailin	成大林	0	chengdalin	大	da	dai
chengdaiyan	成大言	0	chengdayan	大	da	dai
chengdaiyong	盛大勇	0	shengdayong	盛	sheng	cheng
chengdayong	盛大勇	0	shengdayong	盛	sheng	cheng
shengdaiyong	盛大勇	0	shengdayong	大	da	dai
chengdanjing	盛丹菁	0	shengdanjing	盛	sheng	cheng
chengdeyifan	盛德遗范	0	shengdeyifan	盛	sheng	cheng
chengti	城堤	0	chengdi	堤	di	ti
chengtiaodui	城调队	0	chengdiaodui	调	diao	tiao
chengwu	逞恶	0	chenge	恶	e	wu
chengfangcai	盛放彩	0	shengfangcai	盛	sheng	cheng
chengfaqi	盛发期	0	shengfaqi	盛	sheng	cheng
chengfu	盛服	0	shengfu	盛	sheng	cheng
chenggang	盛冈	0	shenggang	盛	sheng	cheng
chengganguan	承乾官	0	chengqianguan	乾	qian	gan
chengganmen	承乾门	0	chengqianmen	乾	qian	gan
chengoufeng	称钩风	0	chenggoufeng	称	cheng	chen
chengguolai	盛过来	0	shengguolai	盛	sheng	cheng
chengguolan	盛国兰	0	shengguolan	盛	sheng	cheng
chengguoqi	盛果期	0	shengguoqi	盛	sheng	cheng
chengguoqing	盛国庆	0	shengguoqing	盛	sheng	cheng
chengguoqu	盛过去	0	shengguoqu	盛	sheng	cheng
chenghebang	盛和帮	0	shenghebang	盛	sheng	cheng
chenghuobang	盛和帮	0	shenghebang	盛	sheng	cheng
shenghuobang	盛和帮	0	shenghebang	和	he	huo
chenghuajie	盛华杰	0	shenghuajie	盛	sheng	cheng
chenghuaren	盛华仁	0	shenghuaren	盛	sheng	cheng
chengji	盛季	0	shengji	盛	sheng	cheng
chengjiadai	程家大	0	chengjiada	大	da	dai
chengjianqiu	盛剑秋	0	shengjianqiu	盛	sheng	cheng
chengjiaoshuai	成交率	0	chengjiaolv	率	lv	shuai
chengjingshi	盛京时	0	shengjingshi	盛	sheng	cheng
chenglecheng	盛乐城	0	shenglecheng	盛	sheng	cheng
chengyuecheng	盛乐城	0	shenglecheng	盛	sheng	cheng
shengyuecheng	盛乐城	0	shenglecheng	乐	le	yue
chengleqian	盛乐迁	0	shengleqian	盛	sheng	cheng
chengyueqian	盛乐迁	0	shengleqian	盛	sheng	cheng
shengyueqian	盛乐迁	0	shengleqian	乐	le	yue
chengmingnanfu	盛名难负	0	shengmingnanfu	盛	sheng	cheng
chengnuoshuhuo	承诺书和	0	chengnuoshuhe	和	he	huo
chengpin	盛频	0	shengpin	盛	sheng	cheng
chengqilinren	盛气临人	0	shengqilinren	盛	sheng	cheng
chengrun	盛润	0	shengrun	盛	sheng	cheng
chengshiliang	盛世良	0	shengshiliang	盛	sheng	cheng
chengshixi	盛时西	0	shengshixi	盛	sheng	cheng
chengshuiqi	盛水期	0	shengshuiqi	盛	sheng	cheng
chengshuitong	盛水铜	0	shengshuitong	盛	sheng	cheng
chengsidai	承嗣大	0	chengsida	大	da	dai
chenguangxuan	沈光玄	0	shenguangxuan	沈	shen	chen
chenguniang	沈姑娘	0	shenguniang	沈	shen	chen
chenguniangxiang	沈姑娘香	0	shenguniangxiang	沈	shen	chen
chenguofang	沈国放	0	shenguofang	沈	shen	chen
chenguojun	沈国俊	0	shenguojun	沈	shen	chen
chenguozhen	沈国桢	0	shenguozhen	沈	shen	chen
chenguozhen	沈国祯	0	shenguozhen	沈	shen	chen
chengweikuai	程委会	0	chengweihui	会	hui	kuai
chengwenyu	盛文郁	0	shengwenyu	盛	sheng	cheng
chengxiao	盛销	0	shengxiao	盛	sheng	cheng
chengxiaozhuozhao	成效卓着	0	chengxiaozhuozhe	着	zhe	zhao
chengxiaozhuozhuo	成效卓着	0	chengxiaozhuozhe	着	zhe	zhuo
chengxifu	盛锡福	0	shengxifu	盛	sheng	cheng
chengxingsun	盛杏荪	0	shengxingsun	盛	sheng	cheng
chengxizhao	承袭着	0	chengxizhe	着	zhe	zhao
chengxizhuo	承袭着	0	chengxizhe	着	zhe	zhuo
chengyinanque	盛意难却	0	shengyinanque	盛	sheng	cheng
chengyingpian	程英便	0	chengyingbian	便	bian	pian
chengyingxian	程英见	0	chengyingjian	见	jian	xian
chengyingma	程英抹	0	chengyingmo	抹	mo	ma
chengyiquanquan	盛意拳拳	0	shengyiquanquan	盛	sheng	cheng
chengyounong	盛有浓	0	shengyounong	盛	sheng	cheng
chengyousheng	盛有生	0	shengyousheng	盛	sheng	cheng
chengyuanbao	盛元宝	0	shengyuanbao	盛	sheng	cheng
chengyunlong	盛云龙	0	shengyunlong	盛	sheng	cheng
chengzegui	盛泽归	0	shengzegui	盛	sheng	cheng
chengzeming	盛泽名	0	shengzeming	盛	sheng	cheng
chengzhengjiao	成正觉	0	chengzhengjue	觉	jue	jiao
chengzhongwen	盛仲文	0	shengzhongwen	盛	sheng	cheng
chengzhuzhuan	程朱传	0	chengzhuchuan	传	chuan	zhuan
chenhanyang	沈寒阳	0	shenhanyang	沈	shen	chen
chenhongbing	沈虹冰	0	shenhongbing	沈	shen	chen
chenhuifen	沈慧芬	0	shenhuifen	沈	shen	chen
chenhuiyong	沈慧勇	0	shenhuiyong	沈	shen	chen
chenjiahe	沈家河	0	shenjiahe	沈	shen	chen
chenxianfei	陈见飞	0	chenjianfei	见	jian	xian
chenjianfeng	沈建峰	0	shenjianfeng	沈	shen	chen
chenxiangguan	沉降罐	0	chenjiangguan	降	jiang	xiang
chenjianhong	沈剑虹	0	shenjianhong	沈	shen	chen
chenjianming	沈建明	0	shenjianming	沈	shen	chen
chenjianshi	沈兼士	0	shenjianshi	沈	shen	chen
chenjiaping	沈家平	0	shenjiaping	沈	shen	chen
chenjiasong	沈家松	0	shenjiasong	沈	shen	chen
chenjingxialai	沈静下来	0	shenjingxialai	沈	shen	chen
chenjingzhan	沈敬瞻	0	shenjingzhan	沈	shen	chen
chenjishi	沈积石	0	shenjishi	沈	shen	chen
chenjiyan	沈积岩	0	shenjiyan	沈	shen	chen
chenjiye	沈继业	0	shenjiye	沈	shen	chen
chenjizu	沈继祖	0	shenjizu	沈	shen	chen
chenjunchang	陈郡长	0	chenjunzhang	长	zhang	chang
chenjunyu	沈君玉	0	shenjunyu	沈	shen	chen
chenkuntong	沈昆铜	0	shenkuntong	沈	shen	chen
chenyueliang	陈乐亮	0	chenleliang	乐	le	yue
chenyuerong	陈乐融	0	chenlerong	乐	le	yue
chenyueyang	陈乐阳	0	chenleyang	乐	le	yue
chenli	沈黎	0	shenli	沈	shen	chen
chenliefeng	沈烈风	0	shenliefeng	沈	shen	chen
chenlijun	沈黎郡	0	shenlijun	沈	shen	chen
chenlinzhao	陈林朝	0	chenlinchao	朝	chao	zhao
chenling	沈岭	0	shenling	沈	shen	chen
chenliuxi	沈刘曦	0	shenliuxi	沈	shen	chen
chenlongyuan	沈龙元	0	shenlongyuan	沈	shen	chen
chenlvai	沈绿爱	0	shenlvai	沈	shen	chen
chenlvcun	沈绿村	0	shenlvcun	沈	shen	chen
chenmen	沈闷	0	shenmen	沈	shen	chen
chenmianjiuse	沈缅酒色	0	shenmianjiuse	沈	shen	chen
chenmibuxing	沈迷不醒	0	shenmibuxing	沈	shen	chen
chenmingren	沈明仁	0	shenmingren	沈	shen	chen
chenmobuyu	沈默不语	0	shenmobuyu	沈	shen	chen
chenmolei	陈万雷	0	chenwanlei	万	wan	mo
chenmozhi	陈万志	0	chenwanzhi	万	wan	mo
chennanshan	沈南山	0	shennanshan	沈	shen	chen
chennianxiong	沈年兄	0	shennianxiong	沈	shen	chen
chenpingleng	沈萍冷	0	shenpingleng	沈	shen	chen
chenpinglian	沈萍连	0	shenpinglian	沈	shen	chen
chenqingzhao	陈庆朝	0	chenqingchao	朝	chao	zhao
chenqingfeng	沈庆丰	0	shenqingfeng	沈	shen	chen
chenqinggang	沈青刚	0	shenqinggang	沈	shen	chen
chenqingzhi	沈庆之	0	shenqingzhi	沈	shen	chen
chenqinpei	沈钦裴	0	shenqinpei	沈	shen	chen
chenqiuxue	沈秋雪	0	shenqiuxue	沈	shen	chen
chenqiwei	沈起炜	0	shenqiwei	沈	shen	chen
chenquanzhuang	沈泉庄	0	shenquanzhuang	沈	shen	chen
chenquanzhuangcun	沈泉庄村	0	shenquanzhuangcun	沈	shen	chen
chenrendao	沈仁道	0	shenrendao	沈	shen	chen
chenrongpu	沈容圃	0	shenrongpu	沈	shen	chen
chense	衬塞	0	chensai	塞	sai	se
chenshaoan	沈绍安	0	shenshaoan	沈	shen	chen
chenshaogong	沈绍功	0	shenshaogong	沈	shen	chen
chenshijun	沈世钧	0	shenshijun	沈	shen	chen
chenshiyuan	沈士远	0	shenshiyuan	沈	shen	chen
chenshizhu	沈士柱	0	shenshizhu	沈	shen	chen
chenshuchang	陈书长	0	chenshuzhang	长	zhang	chang
chenshuibuxing	沈睡不醒	0	shenshuibuxing	沈	shen	chen
chenshunzhao	沈顺招	0	shenshunzhao	沈	shen	chen
chensihuo	陈思和	0	chensihe	和	he	huo
chentong	沈通	0	shentong	沈	shen	chen
chentongheng	沈同衡	0	shentongheng	沈	shen	chen
chenweifeng	沈威峰	0	shenweifeng	沈	shen	chen
chenweiyu	沈维宇	0	shenweiyu	沈	shen	chen
chenwen	沈雯	0	shenwen	沈	shen	chen
chenwencheng	沈文程	0	shenwencheng	沈	shen	chen
chenwenkai	沈文凯	0	shenwenkai	沈	shen	chen
chenxian	沈陷	0	shenxian	沈	shen	chen
chenxiangfu	沈祥福	0	shenxiangfu	沈	shen	chen
chenxianggong	沈相公	0	shenxianggong	沈	shen	chen
chenxiangyang	沈向洋	0	shenxiangyang	沈	shen	chen
chenxianzhang	沈献章	0	shenxianzhang	沈	shen	chen
chenxiaoquan	沈孝泉	0	shenxiaoquan	沈	shen	chen
chenxiaotong	沈啸桐	0	shenxiaotong	沈	shen	chen
chenxiejun	沈燮均	0	shenxiejun	沈	shen	chen
chenxiling	沈西苓	0	shenxiling	沈	shen	chen
chenximeng	沈西蒙	0	shenximeng	沈	shen	chen
chenximing	沈喜明	0	shenximing	沈	shen	chen
chenxingong	沈心工	0	shenxingong	沈	shen	chen
chenxinsun	沈辛荪	0	shenxinsun	沈	shen	chen
chenxuanlu	沈玄庐	0	shenxuanlu	沈	shen	chen
chenxueming	沈学明	0	shenxueming	沈	shen	chen
chenyangbudui	沈阳部队	0	shenyangbudui	沈	shen	chen
chenyangfangchan	沈阳房产	0	shenyangfangchan	沈	shen	chen
chenyangfeijizhizaogongsi	沈阳飞机制造公司	0	shenyangfeijizhizaogongsi	沈	shen	chen
chenyangjunqukongjun	沈阳军区空军	0	shenyangjunqukongjun	沈	shen	chen
chenyangyaokedaxue	沈阳药科大学	0	shenyangyaokedaxue	沈	shen	chen
chenyaopanzong	沈腰潘鬃	0	shenyaopanzong	沈	shen	chen
chenyaoyi	沈尧伊	0	shenyaoyi	沈	shen	chen
chenyiguan	沈一贯	0	shenyiguan	沈	shen	chen
chenying	沈莹	0	shenying	沈	shen	chen
chenyiyi	沈奕奕	0	shenyiyi	沈	shen	chen
chenyizhu	沈一珠	0	shenyizhu	沈	shen	chen
chenyongnian	沈永年	0	shenyongnian	沈	shen	chen
chenyouding	沈有鼎	0	shenyouding	沈	shen	chen
chenyuan	沈冤	0	shenyuan	沈	shen	chen
chenyuequan	沈月泉	0	shenyuequan	沈	shen	chen
chenyuhuo	陈玉和	0	chenyuhe	和	he	huo
chenyuxian	陈禹见	0	chenyujian	见	jian	xian
chenyulayan	沈鱼落雁	0	shenyuluoyan	沈	shen	chen
chenyuluoyan	沈鱼落雁	0	shenyuluoyan	沈	shen	chen
shenyulayan	沈鱼落雁	0	shenyuluoyan	落	luo	la
chenyunsheng	沈允生	0	shenyunsheng	沈	shen	chen
chenyunwu	沈允武	0	shenyunwu	沈	shen	chen
chenyuying	沈玉英	0	shenyuying	沈	shen	chen
chenzaihui	沈再惠	0	shenzaihui	沈	shen	chen
chenzaozhen	沈灶镇	0	shenzaozhen	沈	shen	chen
chenzhaolin	沈兆霖	0	shenzhaolin	沈	shen	chen
chenzhi	沈滞	0	shenzhi	沈	shen	chen
chenzhifang	沈知方	0	shenzhifang	沈	shen	chen
chenzhixing	沈滞性	0	shenzhixing	沈	shen	chen
chenzhonghuo	陈忠和	0	chenzhonghe	和	he	huo
chenzhongping	沈忠平	0	shenzhongping	沈	shen	chen
chenzhoufanxing	沈周繁星	0	shenzhoufanxing	沈	shen	chen
chenzhuqi	沈住气	0	shenzhuqi	沈	shen	chen
chenzimu	沈子木	0	shenzimu	沈	shen	chen
chenzipei	沈子培	0	shenzipei	沈	shen	chen
chenzixin	沈子信	0	shenzixin	沈	shen	chen
cheyejinhang	彻夜进行	0	cheyejinxing	行	xing	hang
chidougan	吃豆乾	0	chidouqian	乾	qian	gan
chijingyinghuo	赤井英和	0	chijingyinghe	和	he	huo
chixiemojian	赤血魔剑	0	chixuemojian	血	xue	xie
chiyinchuanti	尺蚓穿堤	0	chiyinchuandi	堤	di	ti
chiyizhaofan	吃衣著饭	0	chiyizhufan	著	zhu	zhao
chiyizhefan	吃衣著饭	0	chiyizhufan	著	zhu	zhe
chiyizhuofan	吃衣著饭	0	chiyizhufan	著	zhu	zhuo
chiyueti	池月堤	0	chiyuedi	堤	di	ti
chizede	斥责地	0	chizedi	地	di	de
chongbangyan	重棒眼	0	zhongbangyan	重	zhong	chong
chongbianmu	重编目	0	zhongbianmu	重	zhong	chong
chongbianyema	重编页码	0	zhongbianyema	重	zhong	chong
chongcang	重仓	0	zhongcang	重	zhong	chong
chongcanggu	重仓股	0	zhongcanggu	重	zhong	chong
chongchen	重衬	0	zhongchen	重	zhong	chong
chongciyibi	重此抑彼	0	zhongciyibi	重	zhong	chong
chongdanji	重氮基	0	zhongdanji	重	zhong	chong
chongdanoulian	重氮偶联	0	zhongdanoulian	重	zhong	chong
chongdiandian	重甸甸	0	zhongdiandian	重	zhong	chong
chonge	重扼	0	zhonge	重	zhong	chong
chonggaifen	重钙粉	0	zhonggaifen	重	zhong	chong
chonggan	重竿	0	zhonggan	重	zhong	chong
chonggesuanna	重铬酸钠	0	zhonggesuanna	重	zhong	chong
chonggujia	重估价	0	zhonggujia	重	zhong	chong
chongjia	重嫁	0	zhongjia	重	zhong	chong
chongjiti	冲积堤	0	chongjidi	堤	di	ti
chongjiguanqiang	重机关枪	0	zhongjiguanqiang	重	zhong	chong
chongjisheng	重寄生	0	zhongjisheng	重	zhong	chong
chongjuetifang	冲决堤防	0	chongjuedifang	堤	di	ti
chongmaci	重码词	0	zhongmaci	重	zhong	chong
chongmanzhao	充满著	0	chongmanzhu	著	zhu	zhao
chongmanzhe	充满著	0	chongmanzhu	著	zhu	zhe
chongmanzhuo	充满著	0	chongmanzhu	著	zhu	zhuo
chongnongzhuyi	重农主义	0	zhongnongzhuyi	重	zhong	chong
chongqingbaihuodailougufenyouxiangongsi	重庆百货大楼股份有限公司	0	chongqingbaihuodalougufenyouxiangongsi	大	da	dai
chongqiu	重裘	0	zhongqiu	重	zhong	chong
chongqiuqu	重丘区	0	zhongqiuqu	重	zhong	chong
chongquanshi	重权势	0	zhongquanshi	重	zhong	chong
chongsezhao	充塞着	0	chongsezhe	着	zhe	zhao
chongsezhuo	充塞着	0	chongsezhe	着	zhe	zhuo
chongshequ	重摄取	0	zhongshequ	重	zhong	chong
chongtiexianlv	重贴现率	0	zhongtiexianlv	重	zhong	chong
chongtiexianshuai	重贴现率	0	zhongtiexianlv	重	zhong	chong
zhongtiexianshuai	重贴现率	0	zhongtiexianlv	率	lv	shuai
chongwaisunnv	重外孙女	0	zhongwaisunnv	重	zhong	chong
chongwaisunzi	重外孙子	0	zhongwaisunzi	重	zhong	chong
chongwuqingwen	重武轻文	0	zhongwuqingwen	重	zhong	chong
chongxianlingyu	重陷囹圄	0	zhongxianlingyu	重	zhong	chong
chongxujiuhao	重叙旧好	0	zhongxujiuhao	重	zhong	chong
chongyouqingse	重友轻色	0	zhongyouqingse	重	zhong	chong
chongyunxingdian	重运行点	0	zhongyunxingdian	重	zhong	chong
chongzaihu	重灾户	0	zhongzaihu	重	zhong	chong
chongzhenchaogang	重振朝纲	0	zhongzhenchaogang	重	zhong	chong
chongzhengjiayuan	重整家园	0	zhongzhengjiayuan	重	zhong	chong
chongzhichengben	重置成本	0	zhongzhichengben	重	zhong	chong
chongzhifeiyong	重置费用	0	zhongzhifeiyong	重	zhong	chong
chouchang	抽长	0	chouzhang	长	zhang	chang
chouwu	仇恶	0	choue	恶	e	wu
chouyanghegeshuai	抽样合格率	0	chouyanghegelv	率	lv	shuai
chuanchangshe	川长社	0	chuanzhangshe	长	zhang	chang
zhuanchushenjing	传出神经	0	chuanchushenjing	传	chuan	zhuan
chuandeidanbo	穿得单薄	0	chuandedanbo	得	de	dei
chuandikuandu	船的宽度	0	chuandekuandu	的	de	di
chuanghuishuai	创汇率	0	chuanghuilv	率	lv	shuai
zhuangongzhanglao	传功长老	0	chuangongzhanglao	传	chuan	zhuan
chuanhangzongxian	串行总线	0	chuanxingzongxian	行	xing	hang
zhuanhun	传魂	0	chuanhun	传	chuan	zhuan
zhuanjieqiu	传接球	0	chuanjieqiu	传	chuan	zhuan
zhuanmante	传曼特	0	chuanmante	传	chuan	zhuan
